Komentar,Skor
"Diantara smua app online shopping, cuma toped yg UX nya paling bagus, gak lemot, ga berat. Beda ama app sh*p** yg banyak promo, tapi app nya lemot. Kekurangan Toped berdasarkan pengalaman saya, pernah transaksi saya dibatalkan sepihak oleh toped karena melanggar ketentuan. Ketika sy tanyakan kepada customer care, ketentuan mana sih yg saya langgar.. jawaban nya ga kena sasaran. Was was juga, soalnya udah bayar 600 ribu, untung direfund ke saldo toped saya 😅",1
"Pake promo gratis ongkir sicepat nyatanya si lamban, udah seminggu gak sampe paketan nya padahal udh 5hr di gudang Lampung 😒",0
"tokopedia memang selangkah lebih maju, mudah sekali bertransaksi👍sukses terus untuk Tokopedia",1
Saya mau tukar tambah tapi setiap ada tulisan beri akses saya dibawa ke halaman sebelumnya,0
"Tolong untk prosesnya jangan terlalu dilama2in,, pembelian tgl 12 sore smpe sekrng mash proses aja,, dan brng blom dikirm2.😑😑",0
"Aku Download ini karena idola ku di datengin (Nct)😆 tapi barangnya bikin tertarik juga, kemarin aku mesen barang, tapi kok di batalin? Katanya ""Layanan tidak tersedia"" itu kenapa ya? Tolong di jelasin, aku kasih 5 bintang karena Nct di undang, kalo bisa sering-sering undang idol ya hehe 😊",1
"Sejauh ini membantu, tapi jika ternyata kadrun maka akan bernasib seperti buka lapuk",1
Selama ini tidak pernah mengecewakan ditambah lagi untuk promonya tokped biar tambah keren,1
"respon cepat. mudah, cepat utk membandingkan produk maupun harga",1
Sangat membantu dalam usaha saya Dan membantu memudahkan proses kartu prakerja saya Terimakasih,1
Terima kasih boskuh semoga semakin maju dan makin banyak cashback serta kupon gratis ongkirnya😁🙏🙏,1
"Ditawarkan berbagai mcm discount dan voucher utk pengguna baru. Begitu pesan dan pembayaran sudah masuk, tiba2 dibatalkan katanya ada manipulasi data. Jadi kalau mau pesan ulang, otomatis promo sudah tdk berlaku krm hanya utk pembelian pertama. Mantap x bah.. Toped triknya. Kalau memang ga sanggup kasi discount ga usa ditampilkan promo ini itu. AUTO UNINSTALL !!!",0
Aplikasi yang cukup bagus dalam hal pembelian online semoga tokopedia makin sukses selalu,1
Pohon kalo semakin kuat maka semakin kencang anginnya SUKSES SLALU & UNTUK SICEPAT KALIAN LUAR BIASA,1
"User Interfacenya sangat ramah di mata, tidak 'riweuh' dilihatnya.",1
Basus banget aku pesen beberapa sampai dengan selamat dan batrai yang aku pesan bisa nyalain mainan ku,1
"Pelayanan kostumer e-commerce terburuk yg pernah saya alami, pesanan pertama aja di batalkan sepihak sama tokopedia, complain respon lama, tidak ada penjelasan, main batal2 pesanan orang, tidak ada penyelesaian sama sekali. Ancur bgt pokoknya ini e-commerce",0
ambil kelas prakerja di tokopedia emg mantap. ilmu yang disampaikan sangat bermanfaat.,1
"Di sini lah saya belanja di tokopedia, apa yg saya cari ada semua, aplikasi ini sungguh sangat membantu sekali. Terima kasih tokopedia.",1
mantap... terimakasih Tokopedia...belanja disini murah dan berkualitas oke banget ya,1
bisakah saya jual produk non fisik seperti pulsa transfer tanpa memakai ongkos kirim?,1
Mudah untuk mencari barang yg dibutuhkan dan bagus juga...sangat membantu dan banyak discon juga..semoga kedepan nya tokopedia lebih baik lagi..terimakasih,1
"Kenapa ketika membeli kelas Prakerja disini notifikasi ulasannya gak pernah langsung update, kok beda banget sama platform sebelah. Gara-gara hal ini terpaksa saya harus pindah. Karena saya tidak bisa beli kelas lagi. Tolonglah segera diperbaiki.",0
Kalau promo dan pembelian ada notifikasinya tapi kenapa kalau penjual tidak ada notifikasi nya,0
"bagus sich, sayangnya ternyata tdk ada voucher diskon jika pembayaran dgn Credit card",1
"Sekedar himbauan juga kepada TOKOPEDIA yg katanya Aplikasi belanja online terbesar.. Saya sebagai penjual juga ngasih saran ajj supaya bisa ngasih orderan yg bener² gak menjebak kita sebagai penjual. Kasihan juga penjual yg udah banyak follower nya, yg memang bener² berniat mencari rejeki dengan jualan di sini. Tapi ending² nya di BLOK, lalu gak bisa jualan lagi. Yg alasannya manipulasi lah.. Pemalsuan apalah. !! Jadi serba salah jadi nya..",0
"gak tau lagi harus bertermikasih ama tokopedia ,,,is the best pokonya jan pernah beli toko yg bernama ""acc pusat jakarta"" yaa gays,,gak amanah jualannya",1
"Pesan saya tidak ready, saya sudah bayar. Dan membatalkan pesnan tidak bisa, saldo saya tidak kembali. Bagai mana fitur ny tokopedia tidak lengkap, fitur bantuan aja tidak lengkap, call center tidak ada, jika pesan tidak ada otomatis saldo kita hilang, mohon pencerahan dari pihak tokopedia",0
"Belanja pertama kali harga 0 rupiah, udh di beli malah di refurd...... Ga mau rugi kyknya",0
App ini bagus banget untuk belanja online untuk yang belum download segera download yaa,1
Baru install app tokped semoga bisa membantu saya menyelesaikan kelas prakerja saya.,1
slalu puas setiap belnja online di tokopedia. sering dapet bonus dan bonusnya pun bnyk bnget.,1
Mau login dan ganti nomer kenapa disuruh pembaruan terus padahal sudah update,0
"Kecewa saya sudah 4x melakukan pembayaran selalu gagal dan saldo saya selalu berkurang, jadi saya harus nunggu 1 hari untuk pengembalian dana dari tokped setiap saya melakukan transaksi,padahal jaringan dirumah saya sangat stabil, anying emang ini,awalnya saya kira masalah jaringan saya,rupanya saya sudah 4x selalu gagal dan mengalami hal ini, cmon make it better!!!!",0
"Baik,produk yang di jual bagus & dah memberi ilmu yang bermanfaat di pelatihan.",1
Update macam apa malah makin bingung cara liat buat belanja nya gimana makin gk jelas update nya,0
Terimakasih Tokopedia sudah selalu ada memudahkan saya dalam membeli memilih pelatihan untuk prakerja,1
Bisa memudakan untuk berbelanja. Tnp harus kita pergi kemana mana. cukup di Rumah,1
"Saya pertama kali belanja online di Tokopedia, dan itu membuat pengalaman pertama saya belanja online menjadi sangat mengesankan dan lebih nyaman. Terimakasih Tokopedia",1
"dabest tpi semakin ke sini semakin bnyak hal yg perlu di perhatikan, tpi semunya oke",1
"Harap berhati-hati untuk calon buyer yang ingin berbelanja di olshop ini, karena olshop dan penjualnya bekerjasama menipu pembeli. Saya membeli akuarium cupang di toko 'riscape' sebanyak 6 buah seharga 134.000, dan kesemuanya dalam kondisi barang yg buruk dan menggunakan kaca bekas. Saya sudah komplain ke pihak tokped tapi tidak bisa memberikan solusi, dan tetap merugikan pembeli.",0
"boleh juga, baru download dpt barang Rp.0, dan semoga barangnya bagus dan sesuai harapan. thanks Tokopedia👍👍",1
Saya dapat bonus tapi bagaimana cara mendapatkannya saya tidak tahu,1
"Saya mumin,,semoga pelatihan prakerja yg saya beli di tokopedia menjadi bermanfaat buat saya",1
Ini kenapa keranjang nya gak bisa di pakai ya...? Padahal lagi butuh banget ini,0
"Rawan banned barang sudah terjual banyak,padahal sama""untung dapet cuan!",0
Pesan brng sdh ditransfer uangnya tp masih nunggu pengiriman dari sicwpwt dan masih blm ada respon,0
"Proses complain lama,. Update kurir lambat, banyak dropshiper menjengkelkan.., sering beda harga ketika barang masuk kernajag dengan saat bayar..",0
Merasa sangat kecewa ..dengan pesanan di batalkan beberapa detik setelah transaksi,0
"Lama lama ribet pake tokped ini ya, mau nanya2 juga susah gada CS online nya. Batalin pesanan krn mau ganti metode pembayaran malah kupon nya ikutan hangus. Mau gunain ovo poin juga kesannya dipersulit!",0
Terimakasih tokopedia. Semua segala keperluanku tersedia di tokopedia. Prosesnya gampang dan cepat serta harga yang bersaing. Makin sukses tokopedia.,1
"Keren, pengiriman cepet, harga bersaing, barang bagus. T.O.P. deh",1
"Biar bintang yang bicara. Kapok belanja di Tokopedia. Untuk kesekian kali belanja disini barang bermasalah dr seller. proses complain yg kesannya lbh memihak seller yang jelas"" salah kirim barang. Folower n Rating toko gak menjamin barang yang dikirim sesuai dengan gambar atau deskripsi. Maaf tapi benar"" kecewa. Tidak ada nomor CS yang bisa di hubungi jg. Tokopedia Care juga gak membantu proses bertele"". Bad OLSHOP.",0
"Belanja lebih murah, fitur lumayan lengkap, dan pencarian spesifik. meskipun demikian, saya merasa masih kurang pada masalah dirumah (toped).",1
Tokopedia membantu kita utk mendapatksn barang yg kita inginkan tanpa harus keluar rumah,1
Penipuan publik dapet hp iphone 12 katanya tapi d suruh download aplikasi ini mana hp ny mana?,0
"Kenapa sih untuk beri ulasan di plat form prakerja tidak ada notikasi, jadi sulit untuk menyelesaikan kelas.",0
"Kecewa bangEt, respon penjual lama. Pbatalan dan pengembalian dana lamaa.",0
"Maaf.. aplikasinya saya hapus... Ngebosanin soalnya. Tiap sebentar minta update. Kalau g update.. Aplikasinya jadi lemot atau di lemotin. Cara pakainya juga ribet.. Harga yg di tawarkan juga mahal""",0
"Mantap Tokopedia, membantu sekali dengan adanya program cashless bagi penjual, memudahkan dlm proses pengiriman dan mengurangi beban biaya tunai pengiriman di depan. Mohon dapat ditambah kerjasama ekspedisi/ kargo yg dpt mengakomodir pengiriman barang berat dan dimensi bentang lebih dari 2 meter (mis. MEX Berlian Dirgantara, Herona Express, Indah Cargo)",1
Harga terlalu mahal!!!! Bisa kurangin gak harganya!!!????🙏🙏🙏,0
"Good, blanja di Shopee saya gk bisa di Bukalapak jg gbisa, akhirnya ketemu aplikasi Tokopedia, saya jdi bisa belanja dengan mudah dan cepat..bintang 99+ buat Aplikasi TOKOPEDIA 😉👍",1
"Terima kasih tokopedia, masalah kemarin sudah di perbaiki, jd nyaman belanja di toped lg",1
"baru mencoba lagi sudah lama tidak pakai tokped mudah"" an skrg bagus pelayanan nya",1
woy...gua harus update brapa kali...mo liat dagamgan aja susah..hadeeeeh,1
Saya sudah menuggu pesanan saya tapi tidak datang datang ternyata tokonya di tutup tokopedia jelek,0
"Belum coba sih tp awal awal ini baik"" ajah mksh karena pas doanlowad baik",0
Aplikasi yg mantep cocok skali bwt tmpat blanja di masa pandemik ini gk perlu ke luar lg bwt blanja cukup blanja drmh aja lewat Tokopedia barang siap di antar sampai krumah,1
Aku suka pakai tokopedia.. Banyak bebas ongkir.. Kalaupun kena ongkir nggak semahal toko online lainnya.. Pengiriman juga cepat.. Pokoknya mantap deh..👍👍👍,1
Saya baru mau cobak pakek saya kasih 3 bintang dulu ya nanti kalo bagus saya tambah lagi,0
"Sukaa bgt sama toko onlinenya, barang yg sampai selalu tepat waktu dan sesuai bgt",1
Semakin ribet kalau untuk jualan online...jelek tampilanya bagusan yang lama gk ribet.,0
Aplikasi ada Bug nya nih Pas klik keranjang belanja mau checkout gak bisa sama sekali dan error,0
"Saya sebagai penjual di toped akan merasa senang kalau di toped juga bisa ganti nama atau judul produk kapan saja seperti di shopee atau bukalapak, meski pun produk tersebut sudah laku terjual. Selama ini kan di toped kalau produknya udah laku nggak bisa ganti nama atau judul produknya...",0
Bagus dan mudah menggunakan nya apalagi banyak bonusny .. .........semakin suka belanja disini,1
Semoga tokopedia kedepannya makin lebih baik menjadi platform aplikasi jual beli.,1
"Pusing di menu chekout ko pengen milih jasa kirim susah nya minta ampun. Cuma ada piliha waktu nya doang. Tp pilihan kurir gak ada.. Nyampe bener""pusing kepala",0
"Tokopedia mah parah.. retur barang dari pembeli, ongkirnya di tanggung pembeli, di saranin ga COD, di kira bakal di ganti ongkirnya, ternyata zonk.. pemgembalian dana produk di kembaliin tapi ongkir di tanggung pembeli, yang ada pembeli rugi karena ongkir lebih mahal dari barang, penjual untung barangnya balik.. nyesel coba coba retur barang di tokopedia",0
Paket pengiriman ANTERAJA mending gak usah di pake lagi paket gak profesional ....,1
Tidak adanya perlindungan kami sbg buyer di tokped ini. Beda sama si oren. Wajar sih. Banyak seller penipu. Solusi ny disini cuma balik barang. Berat di ongkir di buyer. Lalu ga ada solusi lain. Sperti si oren. Kalo mau maju dgr dong complainan. Kita rugi. Mending si oren kalo gitu. Lama2 hancur juga kyak si BL,0
Sangat bagus dan sangat membatu untuk menjalankan bisnis usaha yang di jalani saat ini.,1
"Saya ingin memverikasi kembali akun saya yang lama, dan saya bertujuan untuk mengganti nomor. Saya sebelumnya sudah mengirimkan syarat untuk verivikasi akan tetapi mungkin saya salah foto atau mungkin gambar kurang jelas, saya kembali untuk verifikasi lagi sesuai dengan balasan email. Tapi saat saya kembali verifikasi dan memasukan syarat ulang sesuai arahan. Muncul notif jika"" terjadi gangguan pada rumah toped"" mohon untuk diperbaiki lagi dan mohon untuk dipermudah saja. Terimakasih",0
"RIBET BANGET. TERLALU BANYAK ATURAN. PELAYANAN DARI PIHAK TOKOPEDIA SANGAT TIDAK MEMUASKAN, BELUM SELESAI BERTANYA ASAL NUTUP DISKUSI, MEMBUAT SANGAT KECEWA. JAWABNYA JUGA SINGKAT. NGGAK AKAN PERNAH PAKAI TOKOPEDIA LAGI",0
Kok nggak bisa diupdate..dicoba berkali-kali tetap nggak bisa 😠😠😠,0
"Ini tokopedia kok kaya gini suka ""ooops Internet Anda terputus cek ulang kodeksi mu"" tolong di perbaiki lagi",0
Good ..simerah dan siorange pernah d coba tokped yg cocok .banyak pilihannya.....,1
"Toped memang jos gandos,, klo bisa semua bisa sistem COD,, biar makin sering belanja",1
"newbie, masih bingung.. tapi akan saya coba. banyak promo, top dah",1
Sangat membantu dalam belajar di toko pedia ini.. penjelasan sungguh sangat jelas,1
Update melulu....perbedaannya nggak ada? 🤔😔 Tampilan tetep saja.....,0
Ko saya ga bisa beli ya? Tulisan nya sedang terjadi kesalahan terus kenapa ya?,0
"aplikasi ini bermanfaat dalam kehidupan sehari-hari dan memudahkan kita untuk bisnis online,",1
"Repot amat ni aplikasi, padahal niat mau install ulang tp tetep kek dulu mengecewakan",0
Aplikasi bagus sekali. Banyak promo & penawaran. Terima kasih !!! 👍🏻😆,1
"sangat memuaskan Tokopedia, barang tidak pernah melenceng dan mengecewakan... 👍👍👍",1
"Hallo min, Toko pedianya kenapa ya? Buat pelatihan prakerja padahal udah diulas kelasnya dan udah ada tulisan ""kelas sudah diulas"" tapi diskill academy nya bilang jika kelas belum diulas. Tolong dibantu ya min. Terima kasih",0
alhamdulillah... Ovo Point nya bisa kepake juga buat beli pulsa ternyata... sempet bingung juga manfaat Ovo Point buat apa... terimakasih..,1
"Pihak tokopedia mohon bantuan nya, nomor saya yg di pake akun di tokopedia tadi nya hangus dan sekarang tiba2 udah di pake orang lain gatau siapa, dia bertransaksi di akun tokped saya . Saya menerima email transaksi nya, sekarang mau login ke akun itu susah . Tolong bantuan nya",0
"Makin hari makin tenggelam aja, gak seperti lapak sebelah, lapak sebelah promo nya amazing...",0
4 bintang dulu karna pertama kali download aplikasi ini kalau bagus nanti di tambahin,1
Terimakasi tokopedia... Sukses terus kedepan. Dan terimakasi suda bersusah paya dan bekerja keras dalam membantu dan memberikan kepuasan buat pelanggan...,1
"Terima kasi aplikasi tokopedia suda membantu saya dalam akses pelatihan kelas online untuk pelatihan,,,kartu prakerja,,,di mana sya sangat ke sulitan tp dengan tokopedia sya bisa lebih gampang menyelesaikannya dengan baik,,,trimakasi tokopedia memang sangat bagus dan membantu sekali dalam melakukan program kartu prakerja,,,untuk itu selain itu sangat membantu jga dalam berbelanja online dimana kita bisa pesan dan belih jadi saran sya tokopedia memang Aplikasi yg sangat baik dan luar biasa,,,,,,,",1
"Hallo pihak tokopedia tolong kembalikan uang saya, Saya buat pesanan dan sudah saya transfer kemudian notif nya di batalkan oleh tokopedia Sudah seminggu dan saya sudah chat bilang tunggu 2×24 jam tapi ini sudah lebih saya udah chat chat tapi gak di balas Tolong kembalikan uang saya",0
"Alhamdulillah,setelah mengikuti pelatihan prakerja saya di tokopedia,saya sangat dipermudah,dan Alhamdulillah saya mendapatkan ilmu yg bermanfaat...",1
"Hai......saya anggota pelajar,dari prakerja...terima kasih untuk tokopedia yang sangat sangat memudahkan saya dalam proses pembelajaran inj aksesnya sangat,memudahkan perjalanan saya dalam pembelajaran di skill academy prakerja..😘semoga ilmunya bermanfaat dan terus mengalir kak. Terimakasih tokopedia telah memudahkan saya dalam bertransaksi he..",1
Kalau bisa TOKOPEDIA NGAK UDAH PAKEK JASA PENGIRIMAN ANTERAJA SOALNYA SAYA BELI BARANG DARI TOKOPEDIA DAN DI KIRIM DARI JAKARTA KE DENPASAR BALI LAMA SEKALI DANG NGAK PERNAH UPDATE TRACKING PAKET .KALAU BIASANYA PAKAI JNT & JNE DUA HARI SAMPAI TPI KALAU JASA ANTERAJA LEBIH DARI DUA HARI LAMBATNYA MM INTA AMPUN,0
"Jujur sih lebih bagusan ini dripd yg lain, selama aku pke apk ini blum ada mslh apapun tp kekurangan dri yg lain perbaiki lah min biar mkin bnyak yg join apk ini jgn cuma suruh hubungi ini hubungi itu pas udh di hubungi ttp gda perubahan.",1
"Mau laporan buat tokopedia. Jadi cerita nya saya mau komplain tentang barang saya yg belum datang. Karena saya pesan expres. Akan tetapi sampai 3 hari belum datang2, Tetapi saya batalkan kompalin nya dan pesanan pun berubah menjadi selesai atau sudah diterima sama penjual atau saya sendiri. Padahal barang belum ada saya terima sama sekali. Dan saya pun tidak bisa melacak pesanan saya Karena di aplikasi sudah tertulis selesai. Jadi bagaimana saya bisa menghubungi atau menelpon pihak tokopedia???",0
"Saya sudah sering belanja online pakai aps lain, tp baru kali ini belanja di tokped. Niat hati coba2 siapa tau pelayanan memuaskan. Tapi baru pertama belanja saja udah tiba2 di batalkan otomatis, karna melanggar lah. Memang uang langsng di refund tp voucher free ong nya jd tidak bisa di gunakan. Katanya khusus pembelian pertama. Ya kali kan ngk jd masih di itung ituh? Pokoknya kecewa, kesan pertama udah gitu.",0
"Aplikasi, fitur, performa, dan pelayanan Tokopedia terbaik. Kritik = 1. Akan lebih baik kalau ada retur atau refund barang karena barang rusak, barang yang salah dan pengiriman produk dengan jumlah kurang yang disebabkan penjual, penjual lah yang menanggung 100% ongkos kirim dan pengembalian ke pembeli dengan pengiriman gosend instant (selagi satu kota) supaya seller lebih teliti dan bisa meningkatkan kualitas pelayanan mereka 2. Langsung cancel tanpa butuh konfirmasi seller kalau barang habis !",0
metode pengisian data pembeli lebih simpel sampai pada proses bayar lebih mudah.👍,1
Makasih Toped. Saya jd punya penghasilan. Tp tolong tim IT nya jangan OON lah.,1
Banyak barang yg ga bisa di beli lewat android padahal kupon khusus buat android.,0
Sementara saya kasih bintang 3 dulu ya kalo bagus apk nya nanti saya kasih bintang 5,0
"Sekali, dua kali, tiga kali saya biarin ya... Tp skrg mmg benar2 parah..... Kalo gak mau kasih kesbek ya bilang aja ga usah pake minta ektp orang dg alibi kesamaan data tp ga ada hasilnya. Ditiket pengaduan saya yg lain jg sudah minta pernah minta ektp bahkan foto brg saya pegang ektp sm barang yg sya beli. Tp apa hasilnya?? Gak ad jg kan??? Malah mengganggu privasi user aja. Applikasi sama CS koq sama aja tololnya.....",0
Jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong aku sering beli baju disini,0
barang tidak gerak sama sekali . di komplain tdk ada respon . baru mengecewakan . padahal di aplikadi sebelah pembeli di bantu . disini nocoment,0
Tokoped gimana nih giftcard saya gak dapet kode redeem sudah 3 hari. Mendingan refund aja,0
Sangat membantu semoga semakin berjaya kedepan nya dan jadi pilihan no satu di dunia,1
Real Profesional...Tingkatkan Kualitas dan kepercayaan konsumen tq wassalam...,1
terimakasih sangat membantu dalam pembayaran prakerja sukses selalu untuk kita semua,1
"makasih tokopedia udah ngasih promo gratis buat pengguna baru, ga nyesel udah instal tokped",1
"Aplikasi nya bagus, mempermudah beli barang disaat pandemi ini, cuman ada keluhan nih, pas udah bayar, saat beli barang, tiba2 pesanan dibatalkan oleh sistem karna melanggar sarat dan ketentuan, kenapa gitu ya?",1
"Sangat puas dengan promo yg di berikan, juga senang dengan penukaran vocher nya",1
"Kecewa, saya komplain tidak direspon dengan baik, padahal barang yang saya pesan dengan kupon bebas ongkir belum sampai ketangan saya, tertera pada lacak resi sudah diterima tapi tidak ada yang menerima barang dari pihak saya, sudah 2 hari tidak ada kabar apa pun dari pihak mana pun baik penjual, tokopedia, maupun ekspedisi pengirimnya.😭",0
"Apk lebih baik sekarang bisa tersedia metode pembayaran COD, tingkatkan terus, tapi saya kecewa kepada toko ,sebagai member baru saya belanja pertama, sudah di kecewakan, karna kiriman gak sesuai ,dan sulit untuk di return gak bisa, tolong di perbaiki lagi.",1
"Waktu untuk pembatalan oder klo bisa di persingkat, karna setelah 1 hari proses barang blm dikirim kirim , dan menunggu batal otomatis kan memakan waktu lebih lama.misalkan barang sudah diproses kita tunggu tunggu ternyata sampai tidak dikirim sampai batal otomatis 2hari , barang seharusnya bisa dipakai atau dijual lagi jadi makan waktu.klo bisa dipersingkat pembatalanya atau bisa membatalkan sendiri( lebih baik) kan bisa cari toko yg lain.trims.",1
Aplikasi yg sangat membantu untuk mencari barang ..ini sangat bermanfaat bnget☺,1
"Kecewa sama jasa ekspedisi gratis ongkirnya ,yaitu SI CEPAT ....Jasa ekspedisi yang tidak sesuai nama dan kurir pun tidak ada ramah""nya sama sekali.",0
"Tambahin edit etalase plus setingan PO, belum ada di mobile, mesti ke browser /pc",1
"tokopedia berkembang dengan sangat baik dengan adanya gratis ongkir & voucher yang lumayan menarik, dan semoga bisa lebih gila lagi diskonnya sekedar masukan.. tampilan ui promo dll sangat tidak kompleks, terlalu membingungkan, apalagi untuk orang awam yg baru coba belanja online, semoga bisa lebih baik lagi.",0
Saya beli hp iphone selalu bagus klu nga bagus duit kita ada dan bisa pesen ditempat lain,1
Terimakasih atas rekomendasi kelas yang di berikan.. Tokopedia semakin berkembang,1
kalau bisa jangan banyak bayar asuransi segala macam kasian yg belanja ekonominya kurang gara2 covid 19,0
"selalu... ""ADA GANGGUAN DI RUMAH TOPED"" dan ""TIDAK ADA KONEKSI INTERNET"". download video ok, main game online ok, akun play store dengan email yg sama tetap ERROR !!!. PARAH !!!. Ingat... TOKO ONLINE SEHARUSNYA FOKUS UNTUK BELANJA, BUKAN JUALAN KONTEN !. PAHAM !!!.",0
Mantap..aplikasi tokopedia nya..jadi lebih mudah mencari barang.,1
Kasi 3.dulu kalo bisa bantu kami orang susah tempat tingal saja kmi tdk punya z akan doa kan smogah semakin sukses z orang palu ruma harta benda suda tidak punya skarang masi di pengunsian smogah toko pedia bisa tolong kami aminn 😇😇😇🙏🙏🙏,0
"Mengapa sertifikat saya blum muncul di dasshboard prakerja,sy sudah memberikn ulasan dan rating platihn skill academy freelance d tko pedia,dan mengenai pelatihn sy sudah selesaikn smua,mohon segera di proseskn🙏",1
"Sejauh ini aplikasinya ud Komplit sih..cuma coba ad fitur bayar pakai gopay nya pasti lebih mantapp,jd jgn cuma bayar pake ovo aj 😃",1
"Trima kasih atas ilmu yg saya dapatkan di pelatihan ini, mungkin saya sebagai pengguna baru cara masuk untuk memulai pelatihannya agak ribet. Tp tidak apa karna menambah pengetahuan dan pengalaman baru bagi saya.",1
"Bukalap*k sama sopi gencar hadia flashsale, masa ini diem aja?? Hadiahnya di undi jngn siapa cepat soalnya tokped gabisa ngeblokir akun bot",0
Barang yg dijual cod terbatas dan tdk banyak jg lebih mahal dr toko tetangga cb ditingkatkan lg,0
"Saya begitu kecewa dengan pihak tokopedia karena saya mau kredit hp menggunakan Home Credit syarat nya harus berusia minimal 21 tahun (belum menikah)... Sementara umur saya 19 tahun dan 1 bulan lagi sudah berumur 20 tahun tetapi saya sudah mempunyai penghasilan, saya mempunyai usaha rumah makan sendiri dirumah... Tolong lah saya mohon bantuan nya kepada pihak tokopedia agar dapat membantu saya, saya mau kredit hp seharga 7 jutaan... Saya pun membayar nya dibantu kok sama mama saya Thanks 🙏",0
"bayar pake link aja sekarang susah.g kaya dlu langsung masuk masukin kode.ini skrng susah g mau masuk"" ke link aja",0
"Toko Pedia Pengiriman nya lama. Apalagi kalau pakai gratis ongkir, haduh lamanya tambah lagi. Tolong dibenahi pengiriman nya, jangan terlalu lama. Saya juga beli pakai ekspedisi ANTERAJA lokasi saya SURAKARTA kok malah di laporan pengiriman dikirim ke JAKARTA. ANEH",0
Aku sangat puas belanja di tokopedia karene barang yg saya cari juga ada di tokopedia,1
Saya sdh lama pakai aplikasi ini tapi baru kali ini kalau koneksi pakai wifi tokopedia tdk mau konek muncul tulisan tdk ada internet... Tapi aplikasi yg lain berjalan normal dan lancar menggunakan internet lewat wifi.. Kalau wifi dimatikan.. Pakai data pulsa.. Koneksi tokopedia lancar.. Ada apa ya.. Baru kali ini seperti ini.,1
Kalau saja tokped punya expedisi pengiriman sendiri seperti tetangga sebelah.! 👍,0
Sangat mantap aplikasi nya . Mudah membeli pelatihan prakerja dan lain lain nya,1
"jelass,pemberitahuan pengiriman,proses,,,suka deh,penjualnya jelas,dichat ramah2",1
Terimakasih tokopedia telah memudahkan untuk pembelian apk yang ada untuk menyelesaikan pelatihan Kartu prakerja,1
makasih tokopedia karna tokopedia sangat membantu untuk saya terima kasih sekali lagi buat tokopedia semoga sukses selalu ya toko pedia amin,1
Boleh punyo aplikasi online tapi harus amanat.jujur dan bisa dipercayai orang di indonesia.kalo nampak nian biso jadi pasti berkembang pesat.dan jugo jangan lengah yoooo,1
"Bagus sih kalau bisa kasih themes dark mode, sakit mata lihat kalau ditempat gelap",1
Saya kasih bintang 1 karena pake jasa kirim anter aja. Jasa kirim terlelelelelelet,0
Lebih mudah dan enak berbelanja. Harapannya lbh baik di masa masa depan. Tks,1
Kenapa akun saya tidak bisa dibuka lagi di Tokopedia? Akun saya di non aktifkan Tokopedia? Saya ada pesanan di Tokopedia? Bagaimana saya bisa melihat pesan saya itu Kalau tidak bisa dibuka lagi. Saya ingin uang saya di kembalikan saja yang berjumlah Rp.997.000 tolong solusinya Tokopedia bagi mana?,0
Saya sangat puas belanja di toko pedia. Sudah puluhan kali belanja di sini Barang yang dikirim sesuai pesenan... Semoga kedepan nya tambah bagus.....,1
"belanja di toped sekarang lebih mudah, dengan metode pembayaran yg makin banyak 👍",1
"Kenapa ga ada menu top up saldo? Saya ada saldo karena pembelian saya dibatalkan setelah saya membayar, saya mau beli barang lain saldo ga cukup, mau top up saldo ga ada menu nya. Ini gimana sih!! Tolong kasih penjelasan, jgn cuma suruh kunjungi ini itu aja. Di tokopedia care ga ada petunjuk kalo ga ada menu top up saldo. Kalo ga sayang duit di saldo udah aku hapus ini aplikasi. Kecewa saya.",0
Udah 5 tahun menggunakan tokopedia makin kesini kecewa sama updatetannya fiturnya banyak dihapus contoh:keranjang gak ada lagi hapus semua dll😒,0
"Assalamu alaikum.warahmatullah,ilmumu adalah pegangan hidupmu,dan lakukanlah yg sindah mungkin dalam hidupmu.tenx",0
"Min knp ulasan saya pada pelatihan prakerja kerja tdk muncul pdhal saya udah ngasih ulasan, tp ko' blm updet.",0
Klo bisa jangn pkai kurir antar ajj. Pmbli bnyk yg kecewa. Pngirimn nya klamaan.,1
Bagaimana bisa belanja Mo daftar juga susah... 'RUMAH TOPED LAGI GANGGUAN COBA LAGI' Kapan kelarnya?,0
